Date,Close,High,Low,Open,Volume,EMA_34,EMA_89,EMA_200,HMA_200,RSI_14,MACD_Line,MACD_Signal,MACD_Hist,Volume_Change,Volume_EMA_34,OC_Change,HL_Change,OC_Change_perVol,HL_Change_perVol,Return,Log_Return,Close_Lag_1,Return_Lag_1,Close_Lag_3,Return_Lag_3,Close_Lag_5,Return_Lag_5,Rolling_Mean_14,Rolling_Std_14,Prev_Close,TR,ATR_14
2020-01-01,7200.17431640625,7254.33056640625,7174.9443359375,7194.89208984375,18565664997.0,7200.17431640625,7200.17431640625,7200.17431640625,,0.0,0.0,0.0,0.0,,18565664997.0,0.07341634171214809,1.1064368830169768,3.9544148687381425e-12,5.959586598141055e-11,,,,,,,,,,,,,
2020-01-02,6985.47021484375,7212.1552734375,6935.27001953125,7202.55126953125,20802083465.0,7187.905510602678,7195.403114149305,7198.037957186722,,0.0,-17.127392717236035,-3.4254785434472073,-13.701914173788827,0.12045991718375726,18693460338.028572,-3.013946677558713,3.992422113724196,-1.448867697617765e-10,1.9192414646549907e-10,-0.029819292162590716,-0.030272928096194005,7200.17431640625,,,,,,,,7200.17431640625,276.88525390625,
2020-01-03,7344.88427734375,7413.71533203125,6914.99609375,6984.4287109375,28111481032.0,7196.875725845025,7198.724917775848,7199.499114601221,,65.88818057501013,-1.679898917724131,-3.0763626183025923,1.3964637005784613,0.3513781482176166,19231632949.112656,5.1608453794049405,7.212140564070728,1.8358496919924715e-10,2.565549839178152e-10,0.05145166344511276,0.050171745960031294,6985.47021484375,-0.029819292162590716,,,,,,,6985.47021484375,498.71923828125,
2020-01-04,7410.65673828125,7427.3857421875,7309.51416015625,7345.37548828125,18444271275.0,7209.091783698524,7203.434513787079,7201.6001854836095,,70.05436065456624,15.688788537509026,0.6766676128597311,15.012120924649295,-0.3438883118963235,19186640853.449078,0.8887394538801883,1.6125775181305666,4.818512158215848e-11,8.742972243724856e-11,0.008954866877941559,0.008915009823896914,7344.88427734375,0.05145166344511276,7200.17431640625,,,,,,7344.88427734375,117.87158203125,
2020-01-05,7411.3173828125,7544.4970703125,7400.53564453125,7410.45166015625,19725074095.0,7220.647532219322,7208.054133098754,7203.686923765489,,70.09668829906377,29.170645924727978,6.375463275233381,22.7951826494946,0.06944176871525665,19217408467.251987,0.011682454672833615,1.9452838645217894,5.922641718134249e-13,9.861985081287418e-11,8.914790612779555e-05,8.914393268935946e-05,7410.65673828125,0.008954866877941559,6985.47021484375,-0.029819292162590716,,,,,7410.65673828125,143.96142578125,
2020-01-06,7769.21923828125,7781.8671875,7409.29296875,7410.4521484375,23276261598.0,7251.994486851432,7220.524468769477,7209.314110974601,,84.12402000094542,67.95150105552966,18.69067083129264,49.260830224237026,0.18003417811749411,19449342931.866158,4.84136571773689,5.028471951661211,2.0799584578276443e-10,2.1603434600053127e-10,0.04829126010697582,0.047161467235659664,7411.3173828125,8.914790612779555e-05,7344.88427734375,0.05145166344511276,7200.17431640625,,,,7411.3173828125,372.57421875,
2020-01-07,8163.6923828125,8178.2158203125,7768.2275390625,7768.68212890625,28767291327.0,7304.091509477778,7241.483755748211,7218.810412186919,,90.05615926248909,129.02892898608116,40.75832246225034,88.27060652383082,0.23590685754587892,19981797125.873806,5.08464945986744,5.27775839711666,1.767510678037025e-10,1.8346386307713079e-10,0.050773846435889336,0.04952688932640552,7769.21923828125,0.04829126010697582,7410.65673828125,0.008954866877941559,6985.47021484375,-0.029819292162590716,,,7769.21923828125,409.98828125,
2020-01-08,8079.86279296875,8396.73828125,7956.7744140625,8161.935546875,31672559265.0,7348.421297105834,7260.114401019778,7227.378097567833,,82.4975857691473,168.72393881323842,66.35144573244796,102.37249308079046,0.10099205743688544,20649840676.681015,-1.0055550357497443,5.529424918845565,-3.174846173106511e-11,1.7458093211166228e-10,-0.010268587535248286,-0.010321673202805576,8163.6923828125,0.050773846435889336,7411.3173828125,8.914790612779555e-05,7344.88427734375,0.05145166344511276,,,8163.6923828125,439.9638671875,
2020-01-09,7879.0712890625,8082.2958984375,7842.40380859375,8082.2958984375,24045990466.0,7378.744153789073,7273.868998531838,7233.862606935939,,66.96423269430286,181.88368194098803,89.45789297415598,92.42578896683204,-0.24079420722492095,20843906378.927814,-2.514441588488342,3.0589101976727457,-1.0456801902353138e-10,1.2721082136325029e-10,-0.024850855645838776,-0.02516485111441786,8079.86279296875,-0.010268587535248286,7769.21923828125,0.04829126010697582,7410.65673828125,0.008954866877941559,,,8079.86279296875,239.89208984375,
2020-01-10,8166.55419921875,8166.55419921875,7726.77490234375,7878.3076171875,28714583844.0,7423.761870670769,7293.706447435991,7243.1431202919875,,74.80216913947478,213.05438312828846,114.17719100498249,98.87719212330597,0.19415267524958857,21293659376.93194,3.6587373334141526,5.691628168715028,1.2741739017675706e-10,1.9821384839273272e-10,0.03648690303834745,0.0358370170573265,7879.0712890625,-0.024850855645838776,8163.6923828125,0.050773846435889336,7411.3173828125,8.914790612779555e-05,,,7879.0712890625,439.779296875,
2020-01-11,8037.53759765625,8218.359375,8029.64208984375,8162.19091796875,25521165085.0,7458.834769355653,7310.236028551997,7251.047542952329,,66.61773473614824,224.75597985263175,136.29294877451235,88.4630310781194,-0.11121243394468605,21535231131.678684,-1.5272041730619226,2.3502577455469407,-5.984069175429349e-11,9.20905349626181e-11,-0.015798168776598898,-0.01592428993077385,8166.55419921875,0.03648690303834745,8079.86279296875,-0.010268587535248286,7769.21923828125,0.04829126010697582,,,8166.55419921875,188.71728515625,
