date,open,high,low,close,volume,symbol,source
2010-10-07,0.067,0.067,0.067,0.067,0.0,BTC,alpha_vantage
2010-10-08,0.0869,0.0869,0.0869,0.0869,0.0,BTC,alpha_vantage
2010-10-09,0.0938,0.0938,0.0938,0.0938,0.0,BTC,alpha_vantage
2010-10-10,0.0965,0.0965,0.0965,0.0965,0.0,BTC,alpha_vantage
2010-10-11,0.095,0.095,0.095,0.095,0.0,BTC,alpha_vantage
2010-10-12,0.0949,0.0949,0.0949,0.0949,0.0,BTC,alpha_vantage
2010-10-13,0.105,0.105,0.105,0.105,0.0,BTC,alpha_vantage
2010-10-14,0.102,0.102,0.102,0.102,0.0,BTC,alpha_vantage
2010-10-15,0.105,0.105,0.105,0.105,0.0,BTC,alpha_vantage
2010-10-16,0.101,0.101,0.101,0.101,0.0,BTC,alpha_vantage
2010-10-17,0.102,0.102,0.102,0.102,0.0,BTC,alpha_vantage
2010-10-18,0.1024,0.1024,0.1024,0.1024,0.0,BTC,alpha_vantage
2010-10-19,0.097,0.097,0.097,0.097,0.0,BTC,alpha_vantage
2010-10-20,0.099,0.099,0.099,0.099,0.0,BTC,alpha_vantage
2010-10-21,0.107,0.107,0.107,0.107,0.0,BTC,alpha_vantage
2010-10-22,0.1025,0.1025,0.1025,0.1025,0.0,BTC,alpha_vantage
2010-10-23,0.1055,0.1055,0.1055,0.1055,0.0,BTC,alpha_vantage
2010-10-24,0.115,0.115,0.115,0.115,0.0,BTC,alpha_vantage
2010-10-25,0.132,0.132,0.132,0.132,0.0,BTC,alpha_vantage
2010-10-26,0.1503,0.1503,0.1503,0.1503,0.0,BTC,alpha_vantage
2010-10-27,0.1877,0.1877,0.1877,0.1877,0.0,BTC,alpha_vantage
2010-10-28,0.1731,0.1731,0.1731,0.1731,0.0,BTC,alpha_vantage
2010-10-29,0.19,0.19,0.19,0.19,0.0,BTC,alpha_vantage
2010-10-30,0.1989,0.1989,0.1989,0.1989,0.0,BTC,alpha_vantage
2010-10-31,0.1925,0.1925,0.1925,0.1925,0.0,BTC,alpha_vantage
2010-11-01,0.1955,0.1955,0.1955,0.1955,0.0,BTC,alpha_vantage
2010-11-02,0.1938,0.1938,0.1938,0.1938,0.0,BTC,alpha_vantage
2010-11-03,0.1931,0.1931,0.1931,0.1931,0.0,BTC,alpha_vantage
2010-11-04,0.23,0.23,0.23,0.23,0.0,BTC,alpha_vantage
2010-11-05,0.26,0.26,0.26,0.26,0.0,BTC,alpha_vantage
2010-11-06,0.39,0.39,0.39,0.39,0.0,BTC,alpha_vantage
2010-11-07,0.34,0.34,0.34,0.34,0.0,BTC,alpha_vantage
2010-11-08,0.243,0.243,0.243,0.243,0.0,BTC,alpha_vantage
2010-11-09,0.21,0.21,0.21,0.21,0.0,BTC,alpha_vantage
2010-11-10,0.24,0.24,0.24,0.24,0.0,BTC,alpha_vantage
2010-11-11,0.2231,0.2231,0.2231,0.2231,0.0,BTC,alpha_vantage
2010-11-12,0.2682,0.2682,0.2682,0.2682,0.0,BTC,alpha_vantage
2010-11-13,0.276,0.276,0.276,0.276,0.0,BTC,alpha_vantage
2010-11-14,0.279,0.279,0.279,0.279,0.0,BTC,alpha_vantage
2010-11-15,0.2682,0.2682,0.2682,0.2682,0.0,BTC,alpha_vantage
2010-11-16,0.223,0.223,0.223,0.223,0.0,BTC,alpha_vantage
2010-11-17,0.2299,0.2299,0.2299,0.2299,0.0,BTC,alpha_vantage
2010-11-18,0.2678,0.2678,0.2678,0.2678,0.0,BTC,alpha_vantage
2010-11-19,0.28,0.28,0.28,0.28,0.0,BTC,alpha_vantage
2010-11-20,0.283,0.283,0.283,0.283,0.0,BTC,alpha_vantage
2010-11-21,0.2768,0.2768,0.2768,0.2768,0.0,BTC,alpha_vantage
2010-11-22,0.2879,0.2879,0.2879,0.2879,0.0,BTC,alpha_vantage
2010-11-23,0.283,0.283,0.283,0.283,0.0,BTC,alpha_vantage
2010-11-24,0.283,0.283,0.283,0.283,0.0,BTC,alpha_vantage
2010-11-25,0.28,0.28,0.28,0.28,0.0,BTC,alpha_vantage
2010-11-26,0.2844,0.2844,0.2844,0.2844,0.0,BTC,alpha_vantage
2010-11-27,0.283,0.283,0.283,0.283,0.0,BTC,alpha_vantage
2010-11-28,0.27,0.27,0.27,0.27,0.0,BTC,alpha_vantage
2010-11-29,0.2299,0.2299,0.2299,0.2299,0.0,BTC,alpha_vantage
2010-11-30,0.2082,0.2082,0.2082,0.2082,0.0,BTC,alpha_vantage
2010-12-01,0.2275,0.2275,0.2275,0.2275,0.0,BTC,alpha_vantage
2010-12-02,0.255,0.255,0.255,0.255,0.0,BTC,alpha_vantage
2010-12-03,0.2511,0.2511,0.2511,0.2511,0.0,BTC,alpha_vantage
2010-12-04,0.205,0.205,0.205,0.205,0.0,BTC,alpha_vantage
2010-12-05,0.19,0.19,0.19,0.19,0.0,BTC,alpha_vantage
2010-12-06,0.204,0.204,0.204,0.204,0.0,BTC,alpha_vantage
2010-12-07,0.233,0.233,0.233,0.233,0.0,BTC,alpha_vantage
2010-12-08,0.2388,0.2388,0.2388,0.2388,0.0,BTC,alpha_vantage
2010-12-09,0.2,0.2,0.2,0.2,0.0,BTC,alpha_vantage
2010-12-10,0.204,0.204,0.204,0.204,0.0,BTC,alpha_vantage
2010-12-11,0.228,0.228,0.228,0.228,0.0,BTC,alpha_vantage
2010-12-12,0.22,0.22,0.22,0.22,0.0,BTC,alpha_vantage
2010-12-13,0.2299,0.2299,0.2299,0.2299,0.0,BTC,alpha_vantage
2010-12-14,0.2467,0.2467,0.2467,0.2467,0.0,BTC,alpha_vantage
2010-12-15,0.238,0.238,0.238,0.238,0.0,BTC,alpha_vantage
2010-12-16,0.25,0.25,0.25,0.25,0.0,BTC,alpha_vantage
2010-12-17,0.24,0.24,0.24,0.24,0.0,BTC,alpha_vantage
2010-12-18,0.241,0.241,0.241,0.241,0.0,BTC,alpha_vantage
2010-12-19,0.2401,0.2401,0.2401,0.2401,0.0,BTC,alpha_vantage
2010-12-20,0.267,0.267,0.267,0.267,0.0,BTC,alpha_vantage
2010-12-21,0.24,0.24,0.24,0.24,0.0,BTC,alpha_vantage
2010-12-22,0.25,0.25,0.25,0.25,0.0,BTC,alpha_vantage
2010-12-23,0.25,0.25,0.25,0.25,0.0,BTC,alpha_vantage
2010-12-24,0.248,0.248,0.248,0.248,0.0,BTC,alpha_vantage
2010-12-25,0.2499,0.2499,0.2499,0.2499,0.0,BTC,alpha_vantage
2010-12-26,0.265,0.265,0.265,0.265,0.0,BTC,alpha_vantage
2010-12-27,0.265,0.265,0.265,0.265,0.0,BTC,alpha_vantage
2010-12-28,0.281,0.281,0.281,0.281,0.0,BTC,alpha_vantage
2010-12-29,0.3,0.3,0.3,0.3,0.0,BTC,alpha_vantage
2010-12-30,0.3,0.3,0.3,0.3,0.0,BTC,alpha_vantage
2010-12-31,0.3,0.3,0.3,0.3,0.0,BTC,alpha_vantage
2011-01-01,0.3,0.3,0.3,0.3,0.0,BTC,alpha_vantage
2011-01-02,0.3,0.3,0.3,0.3,0.0,BTC,alpha_vantage
2011-01-03,0.295,0.295,0.295,0.295,0.0,BTC,alpha_vantage
2011-01-04,0.299,0.299,0.299,0.299,0.0,BTC,alpha_vantage
2011-01-05,0.299,0.299,0.299,0.299,0.0,BTC,alpha_vantage
2011-01-06,0.298,0.298,0.298,0.298,0.0,BTC,alpha_vantage
2011-01-07,0.32,0.32,0.32,0.32,0.0,BTC,alpha_vantage
2011-01-08,0.3229,0.3229,0.3229,0.3229,0.0,BTC,alpha_vantage
2011-01-09,0.323,0.323,0.323,0.323,0.0,BTC,alpha_vantage
2011-01-10,0.3266,0.3266,0.3266,0.3266,0.0,BTC,alpha_vantage
2011-01-11,0.3266,0.3266,0.3266,0.3266,0.0,BTC,alpha_vantage
2011-01-12,0.3188,0.3188,0.3188,0.3188,0.0,BTC,alpha_vantage
2011-01-13,0.3176,0.3176,0.3176,0.3176,0.0,BTC,alpha_vantage
2011-01-14,0.4,0.4,0.4,0.4,0.0,BTC,alpha_vantage
2011-01-15,0.386,0.386,0.386,0.386,0.0,BTC,alpha_vantage
2011-01-16,0.3868,0.3868,0.3868,0.3868,0.0,BTC,alpha_vantage
2011-01-17,0.3495,0.3495,0.3495,0.3495,0.0,BTC,alpha_vantage
2011-01-18,0.313,0.313,0.313,0.313,0.0,BTC,alpha_vantage
2011-01-19,0.313,0.313,0.313,0.313,0.0,BTC,alpha_vantage
2011-01-20,0.39,0.39,0.39,0.39,0.0,BTC,alpha_vantage
2011-01-21,0.4199,0.4199,0.4199,0.4199,0.0,BTC,alpha_vantage
2011-01-22,0.4443,0.4443,0.4443,0.4443,0.0,BTC,alpha_vantage
2011-01-23,0.4424,0.4424,0.4424,0.4424,0.0,BTC,alpha_vantage
2011-01-24,0.4199,0.4199,0.4199,0.4199,0.0,BTC,alpha_vantage
2011-01-25,0.41,0.41,0.41,0.41,0.0,BTC,alpha_vantage
2011-01-26,0.417,0.417,0.417,0.417,0.0,BTC,alpha_vantage
2011-01-27,0.4212,0.4212,0.4212,0.4212,0.0,BTC,alpha_vantage
2011-01-28,0.446,0.446,0.446,0.446,0.0,BTC,alpha_vantage
2011-01-29,0.439,0.439,0.439,0.439,0.0,BTC,alpha_vantage
2011-01-30,0.4799,0.4799,0.4799,0.4799,0.0,BTC,alpha_vantage
2011-01-31,0.52,0.52,0.52,0.52,0.0,BTC,alpha_vantage
2011-02-01,0.7,0.7,0.7,0.7,0.0,BTC,alpha_vantage
2011-02-02,0.716,0.716,0.716,0.716,0.0,BTC,alpha_vantage
2011-02-03,0.69,0.69,0.69,0.69,0.0,BTC,alpha_vantage
2011-02-04,0.811,0.811,0.811,0.811,0.0,BTC,alpha_vantage
2011-02-05,0.92,0.92,0.92,0.92,0.0,BTC,alpha_vantage
2011-02-06,0.8997,0.8997,0.8997,0.8997,0.0,BTC,alpha_vantage
2011-02-07,0.89,0.89,0.89,0.89,0.0,BTC,alpha_vantage
2011-02-08,0.918,0.918,0.918,0.918,0.0,BTC,alpha_vantage
2011-02-09,1.09,1.09,1.09,1.09,0.0,BTC,alpha_vantage
2011-02-10,0.9803,0.9803,0.9803,0.9803,0.0,BTC,alpha_vantage
2011-02-11,1.07,1.07,1.07,1.07,0.0,BTC,alpha_vantage
2011-02-12,1.0799,1.0799,1.0799,1.0799,0.0,BTC,alpha_vantage
2011-02-13,1.05,1.05,1.05,1.05,0.0,BTC,alpha_vantage
2011-02-14,1.07,1.07,1.07,1.07,0.0,BTC,alpha_vantage
2011-02-15,1.05,1.05,1.05,1.05,0.0,BTC,alpha_vantage
2011-02-16,1.045,1.045,1.045,1.045,0.0,BTC,alpha_vantage
2011-02-17,1.04,1.04,1.04,1.04,0.0,BTC,alpha_vantage
2011-02-18,0.8989,0.8989,0.8989,0.8989,0.0,BTC,alpha_vantage
2011-02-19,0.949,0.949,0.949,0.949,0.0,BTC,alpha_vantage
2011-02-20,0.85,0.85,0.85,0.85,0.0,BTC,alpha_vantage
2011-02-21,0.8345,0.8345,0.8345,0.8345,0.0,BTC,alpha_vantage
2011-02-22,0.8702,0.8702,0.8702,0.8702,0.0,BTC,alpha_vantage
2011-02-23,0.9,0.9,0.9,0.9,0.0,BTC,alpha_vantage
2011-02-24,0.9974,0.9974,0.9974,0.9974,0.0,BTC,alpha_vantage
2011-02-25,0.9111,0.9111,0.9111,0.9111,0.0,BTC,alpha_vantage
2011-02-26,0.958,0.958,0.958,0.958,0.0,BTC,alpha_vantage
2011-02-27,0.89,0.89,0.89,0.89,0.0,BTC,alpha_vantage
2011-02-28,0.86,0.86,0.86,0.86,0.0,BTC,alpha_vantage
2011-03-01,0.9202,0.9202,0.9202,0.9202,0.0,BTC,alpha_vantage
2011-03-02,0.9399,0.9399,0.9399,0.9399,0.0,BTC,alpha_vantage
2011-03-03,0.9391,0.9391,0.9391,0.9391,0.0,BTC,alpha_vantage
2011-03-04,0.901,0.901,0.901,0.901,0.0,BTC,alpha_vantage
2011-03-05,0.9103,0.9103,0.9103,0.9103,0.0,BTC,alpha_vantage
2011-03-06,0.8999,0.8999,0.8999,0.8999,0.0,BTC,alpha_vantage
2011-03-07,0.885,0.885,0.885,0.885,0.0,BTC,alpha_vantage
2011-03-08,0.87,0.87,0.87,0.87,0.0,BTC,alpha_vantage
2011-03-09,0.8645,0.8645,0.8645,0.8645,0.0,BTC,alpha_vantage
2011-03-10,0.9329,0.9329,0.9329,0.9329,0.0,BTC,alpha_vantage
2011-03-11,0.88,0.88,0.88,0.88,0.0,BTC,alpha_vantage
2011-03-12,0.918,0.918,0.918,0.918,0.0,BTC,alpha_vantage
2011-03-13,0.8925,0.8925,0.8925,0.8925,0.0,BTC,alpha_vantage
2011-03-14,0.8949,0.8949,0.8949,0.8949,0.0,BTC,alpha_vantage
2011-03-15,0.87,0.87,0.87,0.87,0.0,BTC,alpha_vantage
2011-03-16,0.86,0.86,0.86,0.86,0.0,BTC,alpha_vantage
2011-03-17,0.8254,0.8254,0.8254,0.8254,0.0,BTC,alpha_vantage
2011-03-18,0.8165,0.8165,0.8165,0.8165,0.0,BTC,alpha_vantage
2011-03-19,0.765,0.765,0.765,0.765,0.0,BTC,alpha_vantage
2011-03-20,0.7411,0.7411,0.7411,0.7411,0.0,BTC,alpha_vantage
2011-03-21,0.759,0.759,0.759,0.759,0.0,BTC,alpha_vantage
2011-03-22,0.809,0.809,0.809,0.809,0.0,BTC,alpha_vantage
2011-03-23,0.8497,0.8497,0.8497,0.8497,0.0,BTC,alpha_vantage
2011-03-24,0.8669,0.8669,0.8669,0.8669,0.0,BTC,alpha_vantage
2011-03-25,0.8838,0.8838,0.8838,0.8838,0.0,BTC,alpha_vantage
2011-03-26,0.8552,0.8552,0.8552,0.8552,0.0,BTC,alpha_vantage
2011-03-27,0.82,0.82,0.82,0.82,0.0,BTC,alpha_vantage
2011-03-28,0.799,0.799,0.799,0.799,0.0,BTC,alpha_vantage
2011-03-29,0.7925,0.7925,0.7925,0.7925,0.0,BTC,alpha_vantage
2011-03-30,0.7897,0.7897,0.7897,0.7897,0.0,BTC,alpha_vantage
2011-03-31,0.7846,0.7846,0.7846,0.7846,0.0,BTC,alpha_vantage
2011-04-01,0.7741,0.7741,0.7741,0.7741,0.0,BTC,alpha_vantage
2011-04-02,0.782,0.782,0.782,0.782,0.0,BTC,alpha_vantage
2011-04-03,0.779,0.779,0.779,0.779,0.0,BTC,alpha_vantage
2011-04-04,0.68,0.68,0.68,0.68,0.0,BTC,alpha_vantage
2011-04-05,0.71,0.71,0.71,0.71,0.0,BTC,alpha_vantage
2011-04-06,0.74,0.74,0.74,0.74,0.0,BTC,alpha_vantage
2011-04-07,0.7538,0.7538,0.7538,0.7538,0.0,BTC,alpha_vantage
2011-04-08,0.75,0.75,0.75,0.75,0.0,BTC,alpha_vantage
2011-04-09,0.73,0.73,0.73,0.73,0.0,BTC,alpha_vantage
2011-04-10,0.7369,0.7369,0.7369,0.7369,0.0,BTC,alpha_vantage
2011-04-11,0.77,0.77,0.77,0.77,0.0,BTC,alpha_vantage
2011-04-12,0.86,0.86,0.86,0.86,0.0,BTC,alpha_vantage
2011-04-13,0.9225,0.9225,0.9225,0.9225,0.0,BTC,alpha_vantage
2011-04-14,1.0,1.0,1.0,1.0,0.0,BTC,alpha_vantage
2011-04-15,0.9899,0.9899,0.9899,0.9899,0.0,BTC,alpha_vantage
2011-04-16,1.0499,1.0499,1.0499,1.0499,0.0,BTC,alpha_vantage
2011-04-17,1.1123,1.1123,1.1123,1.1123,0.0,BTC,alpha_vantage
2011-04-18,1.162,1.162,1.162,1.162,0.0,BTC,alpha_vantage
2011-04-19,1.1979,1.1979,1.1979,1.1979,0.0,BTC,alpha_vantage
2011-04-20,1.1421,1.1421,1.1421,1.1421,0.0,BTC,alpha_vantage
2011-04-21,1.21,1.21,1.21,1.21,0.0,BTC,alpha_vantage
2011-04-22,1.409,1.409,1.409,1.409,0.0,BTC,alpha_vantage
2011-04-23,1.7001,1.7001,1.7001,1.7001,0.0,BTC,alpha_vantage
2011-04-24,1.6301,1.6301,1.6301,1.6301,0.0,BTC,alpha_vantage
2011-04-25,1.559,1.559,1.559,1.559,0.0,BTC,alpha_vantage
2011-04-26,1.7949,1.7949,1.7949,1.7949,0.0,BTC,alpha_vantage
2011-04-27,1.9,1.9,1.9,1.9,0.0,BTC,alpha_vantage
2011-04-28,2.2106,2.2106,2.2106,2.2106,0.0,BTC,alpha_vantage
2011-04-29,2.88,2.88,2.88,2.88,0.0,BTC,alpha_vantage
2011-04-30,3.5,3.5,3.5,3.5,0.0,BTC,alpha_vantage
2011-05-01,3.0331,3.0331,3.0331,3.0331,0.0,BTC,alpha_vantage
2011-05-02,3.2,3.2,3.2,3.2,0.0,BTC,alpha_vantage
2011-05-03,3.41,3.41,3.41,3.41,0.0,BTC,alpha_vantage
2011-05-04,3.4061,3.4061,3.4061,3.4061,0.0,BTC,alpha_vantage
2011-05-05,3.333,3.333,3.333,3.333,0.0,BTC,alpha_vantage
2011-05-06,3.45,3.45,3.45,3.45,0.0,BTC,alpha_vantage
2011-05-07,3.641,3.641,3.641,3.641,0.0,BTC,alpha_vantage
2011-05-08,3.8659,3.8659,3.8659,3.8659,0.0,BTC,alpha_vantage
2011-05-09,3.8,3.8,3.8,3.8,0.0,BTC,alpha_vantage
2011-05-10,5.81,5.81,5.81,5.81,0.0,BTC,alpha_vantage
2011-05-11,5.5,5.5,5.5,5.5,0.0,BTC,alpha_vantage
2011-05-12,6.3002,6.3002,6.3002,6.3002,0.0,BTC,alpha_vantage
2011-05-13,8.198,8.198,8.198,8.198,0.0,BTC,alpha_vantage
2011-05-14,7.1977,7.1977,7.1977,7.1977,0.0,BTC,alpha_vantage
2011-05-15,6.987,6.987,6.987,6.987,0.0,BTC,alpha_vantage
2011-05-16,8.0339,8.0339,8.0339,8.0339,0.0,BTC,alpha_vantage
2011-05-17,7.19,7.19,7.19,7.19,0.0,BTC,alpha_vantage
2011-05-18,6.88,6.88,6.88,6.88,0.0,BTC,alpha_vantage
2011-05-19,6.805,6.805,6.805,6.805,0.0,BTC,alpha_vantage
2011-05-20,5.5904,5.5904,5.5904,5.5904,0.0,BTC,alpha_vantage
2011-05-21,6.1197,6.1197,6.1197,6.1197,0.0,BTC,alpha_vantage
2011-05-22,6.6901,6.6901,6.6901,6.6901,0.0,BTC,alpha_vantage
2011-05-23,7.1499,7.1499,7.1499,7.1499,0.0,BTC,alpha_vantage
2011-05-24,7.42,7.42,7.42,7.42,0.0,BTC,alpha_vantage
2011-05-25,8.3997,8.3997,8.3997,8.3997,0.0,BTC,alpha_vantage
2011-05-26,8.798,8.798,8.798,8.798,0.0,BTC,alpha_vantage
2011-05-27,8.5002,8.5002,8.5002,8.5002,0.0,BTC,alpha_vantage
2011-05-28,8.3001,8.3001,8.3001,8.3001,0.0,BTC,alpha_vantage
2011-05-29,8.4299,8.4299,8.4299,8.4299,0.0,BTC,alpha_vantage
2011-05-30,8.8,8.8,8.8,8.8,0.0,BTC,alpha_vantage
2011-05-31,8.741,8.741,8.741,8.741,0.0,BTC,alpha_vantage
2011-06-01,9.57,9.57,9.57,9.57,0.0,BTC,alpha_vantage
2011-06-02,10.6,10.6,10.6,10.6,0.0,BTC,alpha_vantage
2011-06-03,14.29,14.29,14.29,14.29,0.0,BTC,alpha_vantage
2011-06-04,18.89,18.89,18.89,18.89,0.0,BTC,alpha_vantage
2011-06-05,16.7,16.7,16.7,16.7,0.0,BTC,alpha_vantage
2011-06-06,18.5499,18.5499,18.5499,18.5499,0.0,BTC,alpha_vantage
2011-06-07,23.9234,23.9234,23.9234,23.9234,0.0,BTC,alpha_vantage
2011-06-08,29.6,29.6,29.6,29.6,0.0,BTC,alpha_vantage
2011-06-09,28.919,28.919,28.919,28.919,0.0,BTC,alpha_vantage
2011-06-10,23.9497,23.9497,23.9497,23.9497,0.0,BTC,alpha_vantage
2011-06-11,14.6511,14.6511,14.6511,14.6511,0.0,BTC,alpha_vantage
2011-06-12,18.5464,18.5464,18.5464,18.5464,0.0,BTC,alpha_vantage
2011-06-13,19.84,19.84,19.84,19.84,0.0,BTC,alpha_vantage
2011-06-14,19.28,19.28,19.28,19.28,0.0,BTC,alpha_vantage
2011-06-15,19.49,19.49,19.49,19.49,0.0,BTC,alpha_vantage
2011-06-16,17.0,17.0,17.0,17.0,0.0,BTC,alpha_vantage
2011-06-17,15.681,15.681,15.681,15.681,0.0,BTC,alpha_vantage
2011-06-18,16.89,16.89,16.89,16.89,0.0,BTC,alpha_vantage
2011-06-19,17.51,17.51,17.51,17.51,0.0,BTC,alpha_vantage
2011-06-20,17.51,17.51,17.51,17.51,0.0,BTC,alpha_vantage
2011-06-21,17.51,17.51,17.51,17.51,0.0,BTC,alpha_vantage
2011-06-22,17.51,17.51,17.51,17.51,0.0,BTC,alpha_vantage
2011-06-23,17.51,17.51,17.51,17.51,0.0,BTC,alpha_vantage
