Date,Open,High,Low,Close,Volume,Currency,Source,Symbol
2020-03-31,6391.1,6513.1,6346.3,6412.5,1045029,USD,Investing.com,BITCOIN
2020-04-01,6412.4,6661.3,6157.4,6638.5,1398824,USD,Investing.com,BITCOIN
2020-04-02,6638.8,7182.7,6567.9,6800.5,1738795,USD,Investing.com,BITCOIN
2020-04-03,6799.9,7026.3,6623.6,6735.9,1345632,USD,Investing.com,BITCOIN
2020-04-04,6735.9,6958.6,6679.1,6857.4,1045281,USD,Investing.com,BITCOIN
2020-04-05,6857.5,6889.4,6686.0,6772.7,842329,USD,Investing.com,BITCOIN
2020-04-06,6772.8,7335.0,6770.1,7332.3,1526952,USD,Investing.com,BITCOIN
2020-04-07,7332.3,7440.3,7101.7,7185.2,1320375,USD,Investing.com,BITCOIN
2020-04-08,7185.6,7396.1,7153.1,7361.2,983936,USD,Investing.com,BITCOIN
2020-04-09,7361.1,7361.1,7140.3,7289.0,963554,USD,Investing.com,BITCOIN
2020-04-10,7289.0,7294.4,6756.1,6863.1,1365829,USD,Investing.com,BITCOIN
2020-04-11,6862.7,6931.4,6765.1,6867.8,845584,USD,Investing.com,BITCOIN
2020-04-12,6867.9,7158.8,6785.1,6917.6,1100554,USD,Investing.com,BITCOIN
2020-04-13,6918.1,6920.3,6618.5,6841.3,1254532,USD,Investing.com,BITCOIN
2020-04-14,6841.8,6970.8,6768.6,6850.9,999532,USD,Investing.com,BITCOIN
2020-04-15,6851.3,6929.5,6615.9,6629.1,1002547,USD,Investing.com,BITCOIN
2020-04-16,6629.1,7159.7,6520.5,7085.6,1540243,USD,Investing.com,BITCOIN
2020-04-17,7085.5,7142.8,7005.8,7035.8,810095,USD,Investing.com,BITCOIN
2020-04-18,7035.9,7259.4,7031.5,7230.8,796449,USD,Investing.com,BITCOIN
2020-04-19,7230.9,7238.0,7079.1,7122.9,5932659,USD,Investing.com,BITCOIN
2020-04-20,7122.9,7207.5,6771.2,6833.5,1259887,USD,Investing.com,BITCOIN
2020-04-21,6833.4,6919.3,6774.3,6842.5,892572,USD,Investing.com,BITCOIN
2020-04-22,6842.5,7137.4,6821.8,7112.9,914184,USD,Investing.com,BITCOIN
2020-04-23,7112.8,7655.4,7036.5,7488.5,1336365,USD,Investing.com,BITCOIN
2020-04-24,7491.3,7583.5,7423.5,7503.8,951949,USD,Investing.com,BITCOIN
2020-04-25,7503.9,7684.6,7451.0,7540.4,861926,USD,Investing.com,BITCOIN
2020-04-26,7540.4,7679.4,7520.5,7678.9,921587,USD,Investing.com,BITCOIN
2020-04-27,7679.4,7768.5,7637.7,7766.0,980500,USD,Investing.com,BITCOIN
2020-04-28,7766.0,7770.1,7655.3,7746.9,808092,USD,Investing.com,BITCOIN
2020-04-29,7746.7,8918.5,7729.7,8770.9,1832877,USD,Investing.com,BITCOIN
2020-04-30,8770.6,9437.5,8425.5,8629.0,2037760,USD,Investing.com,BITCOIN
2020-05-01,8628.6,9040.3,8621.0,8821.6,1105152,USD,Investing.com,BITCOIN
2020-05-02,8821.6,8986.2,8771.3,8966.3,890344,USD,Investing.com,BITCOIN
2020-05-03,8966.2,9169.9,8742.2,8885.5,1149763,USD,Investing.com,BITCOIN
2020-05-04,8885.5,8945.5,8553.2,8874.7,1122155,USD,Investing.com,BITCOIN
2020-05-05,8874.2,9078.7,8800.4,9001.0,1051094,USD,Investing.com,BITCOIN
2020-05-06,9000.6,9373.7,8923.6,9151.4,1615744,USD,Investing.com,BITCOIN
2020-05-07,9152.7,10033.0,9064.8,9979.8,1913557,USD,Investing.com,BITCOIN
2020-05-08,9980.1,10018.2,9731.4,9806.2,1424372,USD,Investing.com,BITCOIN
2020-05-09,9806.0,9910.5,9533.6,9554.6,1491974,USD,Investing.com,BITCOIN
2020-05-10,9553.9,9569.4,8259.3,8738.8,2471747,USD,Investing.com,BITCOIN
2020-05-11,8737.6,9129.6,8235.6,8579.8,2294142,USD,Investing.com,BITCOIN
2020-05-12,8569.8,8964.5,8542.8,8813.8,1350808,USD,Investing.com,BITCOIN
2020-05-13,8813.9,9384.6,8799.1,9298.7,1498877,USD,Investing.com,BITCOIN
2020-05-14,9298.7,9887.5,9265.8,9778.4,1773699,USD,Investing.com,BITCOIN
2020-05-15,9778.6,9819.6,9223.2,9318.0,1562861,USD,Investing.com,BITCOIN
2020-05-16,9318.1,9579.0,9233.0,9379.5,1099612,USD,Investing.com,BITCOIN
2020-05-17,9376.6,9866.0,9327.8,9677.7,1184201,USD,Investing.com,BITCOIN
2020-05-18,9678.4,9930.2,9524.4,9730.7,1179232,USD,Investing.com,BITCOIN
2020-05-19,9730.8,9883.9,9498.7,9773.3,1158028,USD,Investing.com,BITCOIN
2020-05-20,9773.0,9829.3,9368.4,9512.3,1152541,USD,Investing.com,BITCOIN
2020-05-21,9511.6,9567.1,8833.6,9059.0,1413605,USD,Investing.com,BITCOIN
2020-05-22,9058.2,9253.5,8952.1,9169.7,914585,USD,Investing.com,BITCOIN
2020-05-23,9169.8,9303.2,9098.9,9177.0,812561,USD,Investing.com,BITCOIN
2020-05-24,9177.9,9292.0,8724.1,8728.2,1109273,USD,Investing.com,BITCOIN
2020-05-25,8728.0,8959.5,8666.1,8898.2,941885,USD,Investing.com,BITCOIN
2020-05-26,8897.7,8994.6,8713.9,8842.5,784921,USD,Investing.com,BITCOIN
2020-05-27,8842.3,9210.9,8818.6,9199.1,810887,USD,Investing.com,BITCOIN
2020-05-28,9199.8,9610.8,9119.2,9572.2,948855,USD,Investing.com,BITCOIN
2020-05-29,9573.4,9596.5,9358.1,9424.8,814327,USD,Investing.com,BITCOIN
2020-05-30,9424.8,9729.9,9352.7,9692.5,720622,USD,Investing.com,BITCOIN
2020-05-31,9692.9,9695.6,9406.2,9454.8,645267,USD,Investing.com,BITCOIN
2020-06-01,9454.5,10301.8,9429.7,10189.3,796676,USD,Investing.com,BITCOIN
2020-06-02,10190.7,10207.3,9347.3,9527.6,1058556,USD,Investing.com,BITCOIN
2020-06-03,9527.0,9667.2,9421.7,9667.2,558116,USD,Investing.com,BITCOIN
2020-06-04,9667.2,9864.4,9490.9,9794.4,593664,USD,Investing.com,BITCOIN
2020-06-05,9794.0,9846.1,9628.7,9631.2,527054,USD,Investing.com,BITCOIN
2020-06-06,9630.8,9733.1,9549.5,9669.6,370853,USD,Investing.com,BITCOIN
2020-06-07,9669.6,9791.8,9417.4,9742.6,549197,USD,Investing.com,BITCOIN
2020-06-08,9743.4,9788.2,9662.3,9777.9,431039,USD,Investing.com,BITCOIN
2020-06-09,9777.7,9857.2,9616.6,9768.8,479550,USD,Investing.com,BITCOIN
2020-06-10,9768.8,9970.9,9710.7,9878.8,533554,USD,Investing.com,BITCOIN
2020-06-11,9878.9,9945.2,9139.1,9283.2,919302,USD,Investing.com,BITCOIN
2020-06-12,9283.7,9547.5,9249.4,9466.6,529284,USD,Investing.com,BITCOIN
2020-06-13,9466.5,9484.9,9369.9,9471.3,364968,USD,Investing.com,BITCOIN
2020-06-14,9470.7,9474.7,9264.4,9345.3,311265,USD,Investing.com,BITCOIN
2020-06-15,9345.5,9489.7,8925.6,9425.4,750903,USD,Investing.com,BITCOIN
2020-06-16,9425.6,9577.1,9379.3,9523.5,545468,USD,Investing.com,BITCOIN
2020-06-17,9523.6,9543.6,9258.2,9464.6,446448,USD,Investing.com,BITCOIN
2020-06-18,9464.6,9480.4,9289.3,9388.1,391667,USD,Investing.com,BITCOIN
2020-06-19,9390.3,9424.0,9249.6,9314.0,478485,USD,Investing.com,BITCOIN
2020-06-20,9314.0,9394.5,9199.8,9358.8,383439,USD,Investing.com,BITCOIN
2020-06-21,9358.8,9411.2,9288.5,9296.4,335994,USD,Investing.com,BITCOIN
2020-06-22,9296.5,9751.9,9285.8,9683.7,523319,USD,Investing.com,BITCOIN
2020-06-23,9683.9,9715.6,9581.8,9624.6,375494,USD,Investing.com,BITCOIN
2020-06-24,9624.6,9667.4,9223.0,9302.0,515777,USD,Investing.com,BITCOIN
2020-06-25,9300.8,9327.3,9022.6,9247.5,524453,USD,Investing.com,BITCOIN
2020-06-26,9247.5,9296.5,9060.1,9160.0,489836,USD,Investing.com,BITCOIN
2020-06-27,9160.5,9190.5,8865.3,9008.3,441927,USD,Investing.com,BITCOIN
2020-06-28,9008.4,9185.5,8950.2,9124.0,329013,USD,Investing.com,BITCOIN
2020-06-29,9122.8,9229.1,9033.6,9185.4,401120,USD,Investing.com,BITCOIN
2020-06-30,9186.0,9199.8,9075.3,9135.4,381725,USD,Investing.com,BITCOIN
2020-07-01,9135.9,9289.0,9101.1,9229.9,366784,USD,Investing.com,BITCOIN
2020-07-02,9229.9,9259.7,8962.1,9085.1,483099,USD,Investing.com,BITCOIN
2020-07-03,9085.0,9120.4,9050.9,9067.1,333884,USD,Investing.com,BITCOIN
2020-07-04,9067.1,9182.3,9049.6,9134.4,261246,USD,Investing.com,BITCOIN
2020-07-05,9134.3,9149.6,8932.1,9081.0,314102,USD,Investing.com,BITCOIN
2020-07-06,9080.4,9363.0,9063.2,9339.0,510271,USD,Investing.com,BITCOIN
2020-07-07,9338.8,9371.2,9209.3,9256.0,420545,USD,Investing.com,BITCOIN
2020-07-08,9256.3,9458.3,9233.1,9429.9,509935,USD,Investing.com,BITCOIN
2020-07-09,9430.1,9434.5,9176.0,9235.7,444274,USD,Investing.com,BITCOIN
2020-07-10,9239.0,9309.8,9131.9,9285.1,418469,USD,Investing.com,BITCOIN
2020-07-11,9285.8,9295.5,9184.2,9233.3,353916,USD,Investing.com,BITCOIN
2020-07-12,9234.2,9337.8,9170.4,9300.8,366879,USD,Investing.com,BITCOIN
2020-07-13,9300.5,9329.6,9207.6,9243.6,456873,USD,Investing.com,BITCOIN
2020-07-14,9243.1,9274.8,9135.7,9253.4,453834,USD,Investing.com,BITCOIN
2020-07-15,9253.6,9270.2,9168.7,9198.7,429837,USD,Investing.com,BITCOIN
2020-07-16,9198.7,9224.2,9052.0,9135.3,429042,USD,Investing.com,BITCOIN
2020-07-17,9135.4,9181.9,9091.5,9155.8,310920,USD,Investing.com,BITCOIN
2020-07-18,9155.8,9198.8,9126.7,9170.2,276397,USD,Investing.com,BITCOIN
2020-07-19,9170.1,9224.8,9106.4,9208.0,265248,USD,Investing.com,BITCOIN
2020-07-20,9208.1,9218.4,9139.9,9162.4,312983,USD,Investing.com,BITCOIN
2020-07-21,9162.3,9426.9,9155.1,9387.3,458993,USD,Investing.com,BITCOIN
2020-07-22,9387.4,9523.1,9296.0,9513.7,385995,USD,Investing.com,BITCOIN
2020-07-23,9513.6,9646.5,9451.1,9599.6,425655,USD,Investing.com,BITCOIN
2020-07-24,9599.2,9626.2,9480.5,9546.4,359159,USD,Investing.com,BITCOIN
2020-07-25,9546.7,9729.3,9536.2,9704.1,306287,USD,Investing.com,BITCOIN
2020-07-26,9690.0,10086.6,9645.9,9932.5,415068,USD,Investing.com,BITCOIN
2020-07-27,9932.7,11367.0,9894.6,11022.8,908992,USD,Investing.com,BITCOIN
2020-07-28,10961.1,11046.1,10873.6,10908.5,658373,USD,Investing.com,BITCOIN
2020-07-29,10908.4,11336.5,10771.8,11105.9,576833,USD,Investing.com,BITCOIN
2020-07-30,11105.8,11164.4,10861.6,11096.2,501138,USD,Investing.com,BITCOIN
2020-07-31,11096.5,11434.8,10964.6,11333.4,530950,USD,Investing.com,BITCOIN
2020-08-01,11333.2,11847.7,11226.1,11803.1,611474,USD,Investing.com,BITCOIN
2020-08-02,11802.6,12061.1,10730.7,11066.8,647952,USD,Investing.com,BITCOIN
2020-08-03,11066.9,11461.1,10981.6,11224.4,470238,USD,Investing.com,BITCOIN
2020-08-04,11223.8,11407.8,11043.0,11184.7,485790,USD,Investing.com,BITCOIN
2020-08-05,11184.8,11771.5,11114.5,11735.1,570828,USD,Investing.com,BITCOIN
2020-08-06,11735.0,11898.4,11563.0,11757.1,554851,USD,Investing.com,BITCOIN
2020-08-07,11757.1,11901.8,11352.4,11592.0,516995,USD,Investing.com,BITCOIN
2020-08-08,11591.6,11805.5,11533.5,11764.3,317064,USD,Investing.com,BITCOIN
2020-08-09,11764.4,11792.8,11527.5,11681.2,303003,USD,Investing.com,BITCOIN
2020-08-10,11681.1,12041.1,11546.9,11889.2,564113,USD,Investing.com,BITCOIN
2020-08-11,11889.2,11931.8,11146.7,11390.4,615895,USD,Investing.com,BITCOIN
2020-08-12,11390.4,11605.4,11190.6,11557.2,549586,USD,Investing.com,BITCOIN
2020-08-13,11557.2,11772.9,11298.4,11770.9,545666,USD,Investing.com,BITCOIN
2020-08-14,11771.1,11835.5,11651.5,11750.8,435438,USD,Investing.com,BITCOIN
2020-08-15,11751.1,11964.0,11711.5,11845.3,499099,USD,Investing.com,BITCOIN
2020-08-16,11845.5,11922.5,11688.9,11899.0,410805,USD,Investing.com,BITCOIN
2020-08-17,11898.8,12444.1,11764.0,12282.6,628413,USD,Investing.com,BITCOIN
2020-08-18,12283.0,12381.4,11842.0,11947.6,606787,USD,Investing.com,BITCOIN
2020-08-19,11944.4,12013.2,11602.6,11750.2,550257,USD,Investing.com,BITCOIN
2020-08-20,11751.0,11881.0,11672.7,11856.9,430932,USD,Investing.com,BITCOIN
2020-08-21,11856.9,11877.4,11495.6,11529.2,506384,USD,Investing.com,BITCOIN
2020-08-22,11529.2,11677.0,11382.1,11661.3,433978,USD,Investing.com,BITCOIN
2020-08-23,11661.1,11705.4,11520.8,11641.6,377330,USD,Investing.com,BITCOIN
2020-08-24,11641.6,11824.6,11587.1,11753.5,429125,USD,Investing.com,BITCOIN
2020-08-25,11752.9,11766.9,11131.0,11324.8,594072,USD,Investing.com,BITCOIN
2020-08-26,11324.9,11533.6,11254.6,11462.3,513063,USD,Investing.com,BITCOIN
2020-08-27,11462.3,11580.3,11135.3,11327.4,560586,USD,Investing.com,BITCOIN
2020-08-28,11327.5,11539.0,11281.9,11527.4,464939,USD,Investing.com,BITCOIN
2020-08-29,11527.8,11576.8,11433.5,11468.1,389854,USD,Investing.com,BITCOIN
2020-08-30,11468.1,11704.2,11462.6,11702.0,409360,USD,Investing.com,BITCOIN
2020-08-31,11701.1,11760.2,11563.8,11644.2,496139,USD,Investing.com,BITCOIN
2020-09-01,11644.2,12045.9,11544.6,11914.9,580689,USD,Investing.com,BITCOIN
2020-09-02,11914.4,11947.5,11244.9,11413.3,20255896,USD,Investing.com,BITCOIN
2020-09-03,11413.2,11442.7,10009.5,10168.8,9654931,USD,Investing.com,BITCOIN
2020-09-04,10168.7,10614.2,9960.3,10472.5,12502713,USD,Investing.com,BITCOIN
2020-09-05,10472.3,10558.7,9897.8,10092.2,14716589,USD,Investing.com,BITCOIN
2020-09-06,10092.2,10337.7,10004.7,10296.4,12124769,USD,Investing.com,BITCOIN
2020-09-07,10296.4,10400.9,9887.0,10376.9,12396297,USD,Investing.com,BITCOIN
2020-09-08,10376.9,10434.4,9877.1,10126.6,113900,USD,Investing.com,BITCOIN
2020-09-09,10126.8,10343.3,9984.6,10224.6,71365,USD,Investing.com,BITCOIN
2020-09-10,10224.3,10480.3,10219.2,10339.7,88014,USD,Investing.com,BITCOIN
2020-09-11,10339.8,10398.8,10212.6,10390.2,62280,USD,Investing.com,BITCOIN
2020-09-12,10390.2,10476.8,10275.9,10441.9,48487,USD,Investing.com,BITCOIN
2020-09-13,10441.7,10579.6,10219.4,10326.0,66123,USD,Investing.com,BITCOIN
2020-09-14,10332.7,10744.3,10264.5,10675.3,96642,USD,Investing.com,BITCOIN
2020-09-15,10675.2,10931.8,10627.8,10785.3,91696,USD,Investing.com,BITCOIN
2020-09-16,10785.2,11093.3,10669.2,10949.5,94943,USD,Investing.com,BITCOIN
2020-09-17,10950.1,11039.3,10755.2,10941.3,77222,USD,Investing.com,BITCOIN
2020-09-18,10941.3,11029.7,10818.7,10933.0,63476,USD,Investing.com,BITCOIN
2020-09-19,10933.0,11177.1,10890.7,11081.8,51632,USD,Investing.com,BITCOIN
2020-09-20,11081.6,11081.6,10772.7,10921.5,53391,USD,Investing.com,BITCOIN
2020-09-21,10919.9,10987.2,10328.5,10416.8,109845,USD,Investing.com,BITCOIN
2020-09-22,10419.4,10570.7,10361.7,10531.5,63517,USD,Investing.com,BITCOIN
2020-09-23,10531.5,10535.4,10146.6,10237.3,74951,USD,Investing.com,BITCOIN
2020-09-24,10238.1,10787.8,10201.0,10739.4,82946,USD,Investing.com,BITCOIN
2020-09-25,10739.9,10756.0,10558.9,10688.8,71434,USD,Investing.com,BITCOIN
2020-09-26,10688.9,10793.3,10650.2,10727.9,37851,USD,Investing.com,BITCOIN
2020-09-27,10727.9,10799.2,10602.7,10776.2,40916,USD,Investing.com,BITCOIN
2020-09-28,10776.4,10946.6,10685.2,10693.2,72291,USD,Investing.com,BITCOIN
2020-09-29,10694.3,10858.4,10642.4,10840.9,59638,USD,Investing.com,BITCOIN
2020-09-30,10843.4,10847.7,10667.6,10776.1,55551,USD,Investing.com,BITCOIN
2020-10-01,10776.6,10913.7,10462.7,10620.5,95334,USD,Investing.com,BITCOIN
2020-10-02,10619.6,10662.9,10387.6,10572.3,77941,USD,Investing.com,BITCOIN
2020-10-03,10572.2,10597.8,10501.2,10544.2,29097,USD,Investing.com,BITCOIN
2020-10-04,10544.4,10693.3,10520.8,10672.9,31399,USD,Investing.com,BITCOIN
2020-10-05,10672.5,10789.6,10623.4,10789.5,48862,USD,Investing.com,BITCOIN
2020-10-06,10790.2,10800.3,10530.8,10602.6,69069,USD,Investing.com,BITCOIN
2020-10-07,10601.0,10680.1,10553.3,10670.9,49268,USD,Investing.com,BITCOIN
2020-10-08,10670.7,10948.6,10549.6,10924.1,79777,USD,Investing.com,BITCOIN
2020-10-09,10923.5,11103.0,10836.9,11054.2,70953,USD,Investing.com,BITCOIN
2020-10-10,11053.5,11475.0,11053.1,11298.4,65813,USD,Investing.com,BITCOIN
2020-10-11,11295.6,11439.4,11277.6,11371.0,41059,USD,Investing.com,BITCOIN
2020-10-12,11370.8,11715.9,11227.4,11533.9,84018,USD,Investing.com,BITCOIN
2020-10-13,11533.5,11558.0,11315.9,11423.8,64671,USD,Investing.com,BITCOIN
2020-10-14,11424.4,11541.0,11293.5,11420.4,59118,USD,Investing.com,BITCOIN
2020-10-15,11421.4,11590.9,11276.7,11503.0,70838,USD,Investing.com,BITCOIN
2020-10-16,11503.2,11542.2,11224.6,11322.0,71421,USD,Investing.com,BITCOIN
2020-10-17,11321.8,11402.7,11274.4,11362.1,29863,USD,Investing.com,BITCOIN
2020-10-18,11362.1,11506.9,11349.8,11506.9,31511,USD,Investing.com,BITCOIN
2020-10-19,11507.1,11823.3,11413.9,11753.4,73039,USD,Investing.com,BITCOIN
2020-10-20,11753.9,12029.4,11685.7,11913.5,94593,USD,Investing.com,BITCOIN
2020-10-21,11913.6,13213.5,11894.6,12808.7,197723,USD,Investing.com,BITCOIN
2020-10-22,12805.5,13183.9,12698.2,12974.6,113313,USD,Investing.com,BITCOIN
2020-10-23,12972.7,13025.5,12738.9,12934.1,73936,USD,Investing.com,BITCOIN
2020-10-24,12933.6,13161.5,12876.4,13117.2,51197,USD,Investing.com,BITCOIN
2020-10-25,13117.0,13345.3,12900.4,13032.2,59731,USD,Investing.com,BITCOIN
2020-10-26,13033.0,13229.7,12792.4,13061.6,89466,USD,Investing.com,BITCOIN
2020-10-27,13061.5,13782.3,13050.3,13657.8,128641,USD,Investing.com,BITCOIN
