Date,Open,High,Low,Close,Volume,Currency,Source,Symbol
2020-11-09,454.55,458.51,434.95,444.33,28845810,USD,Investing.com,ETHEREUM
2020-11-10,444.38,454.43,439.5,450.22,20756160,USD,Investing.com,ETHEREUM
2020-11-11,450.26,476.08,449.51,463.33,15126499,USD,Investing.com,ETHEREUM
2020-11-12,463.33,469.57,452.44,462.56,9330199,USD,Investing.com,ETHEREUM
2020-11-13,462.61,477.78,457.65,476.29,9851251,USD,Investing.com,ETHEREUM
2020-11-14,476.38,477.34,452.6,460.7,9171552,USD,Investing.com,ETHEREUM
2020-11-15,460.75,462.93,440.44,448.23,9339065,USD,Investing.com,ETHEREUM
2020-11-16,448.18,465.97,445.82,460.43,5618443,USD,Investing.com,ETHEREUM
2020-11-17,460.37,484.59,459.74,481.95,7933301,USD,Investing.com,ETHEREUM
2020-11-18,482.05,495.04,459.92,478.52,18194304,USD,Investing.com,ETHEREUM
2020-11-19,478.55,480.55,465.41,471.21,12530506,USD,Investing.com,ETHEREUM
2020-11-20,471.27,513.06,471.06,509.98,30848152,USD,Investing.com,ETHEREUM
2020-11-21,509.94,552.13,505.14,551.91,26861712,USD,Investing.com,ETHEREUM
2020-11-22,551.9,580.0,514.44,559.4,36760208,USD,Investing.com,ETHEREUM
2020-11-23,559.37,610.33,551.8,609.22,49676632,USD,Investing.com,ETHEREUM
2020-11-24,609.2,621.7,589.56,605.03,41108728,USD,Investing.com,ETHEREUM
2020-11-25,605.01,605.63,555.32,569.67,14495700,USD,Investing.com,ETHEREUM
2020-11-26,569.69,577.08,484.03,519.32,13105547,USD,Investing.com,ETHEREUM
2020-11-27,519.69,530.41,494.65,518.11,6415440,USD,Investing.com,ETHEREUM
2020-11-28,518.7,547.94,506.97,537.74,5339793,USD,Investing.com,ETHEREUM
2020-11-29,537.89,576.52,530.71,575.45,5786952,USD,Investing.com,ETHEREUM
2020-11-30,575.35,615.97,571.04,615.92,51723100,USD,Investing.com,ETHEREUM
2020-12-01,616.78,635.66,567.79,585.66,49418472,USD,Investing.com,ETHEREUM
2020-12-02,585.69,604.34,575.24,598.05,16214905,USD,Investing.com,ETHEREUM
2020-12-03,597.94,622.1,587.15,616.32,24000980,USD,Investing.com,ETHEREUM
2020-12-04,616.33,619.61,566.34,567.91,48946392,USD,Investing.com,ETHEREUM
2020-12-05,567.84,596.73,561.24,596.68,30830984,USD,Investing.com,ETHEREUM
2020-12-06,596.61,606.9,583.67,601.68,13144313,USD,Investing.com,ETHEREUM
2020-12-07,601.54,603.06,584.53,591.09,7720522,USD,Investing.com,ETHEREUM
2020-12-08,591.03,594.78,551.08,555.05,8111468,USD,Investing.com,ETHEREUM
2020-12-09,554.95,577.94,530.88,573.21,9101834,USD,Investing.com,ETHEREUM
2020-12-10,573.28,575.56,548.99,558.13,19599830,USD,Investing.com,ETHEREUM
2020-12-11,558.15,560.28,536.43,544.17,30173712,USD,Investing.com,ETHEREUM
2020-12-12,544.16,573.59,543.9,567.78,1619263,USD,Investing.com,ETHEREUM
2020-12-13,568.07,594.83,563.37,591.09,2028089,USD,Investing.com,ETHEREUM
2020-12-14,590.66,591.41,576.01,586.19,1782664,USD,Investing.com,ETHEREUM
2020-12-15,586.22,596.97,579.95,588.91,1741347,USD,Investing.com,ETHEREUM
2020-12-16,588.81,638.18,580.9,637.38,3114829,USD,Investing.com,ETHEREUM
2020-12-17,637.29,675.68,627.36,643.17,3674617,USD,Investing.com,ETHEREUM
2020-12-18,643.28,664.26,630.44,653.85,2632516,USD,Investing.com,ETHEREUM
2020-12-19,654.08,669.54,645.91,658.17,2168104,USD,Investing.com,ETHEREUM
2020-12-20,657.79,661.04,622.39,638.26,2108939,USD,Investing.com,ETHEREUM
2020-12-21,638.28,647.87,599.97,607.85,1877894,USD,Investing.com,ETHEREUM
2020-12-22,607.86,637.47,588.24,637.47,2120868,USD,Investing.com,ETHEREUM
2020-12-23,637.04,638.11,554.09,585.69,2202941,USD,Investing.com,ETHEREUM
2020-12-24,585.47,614.92,566.15,612.34,1718787,USD,Investing.com,ETHEREUM
2020-12-25,612.38,633.9,605.01,626.93,1704929,USD,Investing.com,ETHEREUM
2020-12-26,626.99,652.36,616.04,636.58,1942560,USD,Investing.com,ETHEREUM
2020-12-27,636.35,715.46,627.12,683.71,2312255,USD,Investing.com,ETHEREUM
2020-12-28,683.76,747.86,682.47,730.05,2746912,USD,Investing.com,ETHEREUM
2020-12-29,730.26,739.77,690.24,731.76,1817668,USD,Investing.com,ETHEREUM
2020-12-30,732.04,757.11,720.21,751.8,1858262,USD,Investing.com,ETHEREUM
2020-12-31,751.92,755.13,724.67,735.94,1042671,USD,Investing.com,ETHEREUM
